28	valid	Torture:Torture puts the torturer in a position of dominance and abuse that has a brutalizing effect. This brutalizing effect is dehumanizing, or at least it defeats the virtues of compassion, empathy, and dignity that define a good human being, perhaps in God's image.  </s></s> Torture is dehumanizing. 
29	valid	Torture:Terrorists are brutal enemies that would not be affected by the decision of a Western country to use torture. They are already kidnapping, torturing, and killing foreign troops without any calculating consideration of whether the country they oppose is utilizing the tactic of torture. Terrorists are already as extreme as can be; they won't be made more extreme and threatening to sovereign troops because a country is committing torture.  </s></s> Terrorists won't be stopped by a ban on torture 
30	valid	Torture:Torture puts the torturer in a position of dominance and abuse that has a brutalizing effect. This brutalizing effect is dehumanizing, or at least it defeats the virtues of compassion, empathy, and dignity that define a good human being, perhaps in God's image.  </s></s> Torture has a brutalizing, dehumanizing effect 
31	invalid	Torture:A terrorist will experience pain for a short period while being tortured. Yet, the millions of lives that could be lost if that pain is not inflicted will be gone forever. The ethical trade-off is overwhelmingly in favor of performing torture.  </s></s> Terrorists are ticking time bombs. 
32	valid	Torture:Torture puts the torturer in a position of dominance and abuse that has a brutalizing effect. This brutalizing effect is dehumanizing, or at least it defeats the virtues of compassion, empathy, and dignity that define a good human being, perhaps in God's image.  </s></s> Torture dehumanizes the torturer 
34	valid	"Torture:While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.  </s></s> Leaders must be afforded the flexibility to judge that torture is the most probable way to save hundreds of thousands "
35	invalid	"Torture:While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.  </s></s> US intervention in Libya was in national interests "
37	invalid	Torture:In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.  </s></s> Torture is justified if it saves lives 
38	invalid	Torture:In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.  </s></s> Torture is acceptable in many countries 
39	valid	"Torture:In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.  </s></s> Torture ""to save lives"" has a substantial body of support among publics: "
40	invalid	Torture:In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.  </s></s> Year-round schools have same overall schooling and vacation time. 
41	valid	"Torture:It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.  </s></s> Ticking time bombs are possible "
42	valid	"Torture:It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.  </s></s> The ""ticking time bomb"" scenario can happen. "
43	valid	"Torture:It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.  </s></s> The ""ticking time bomb"" scenario could occur "
44	valid	"Torture:It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.  </s></s> A one-in-a-million probability of the ""ticking time bomb"" occurring is sufficient to justify "
45	valid	Torture:The ends do not justify the means in the case of torture. Because we accept that torture is always morally wrong, even if torture had the potential to save lives, it is unacceptable to sacrifice principle to achieve these ends. Torture violates the dignity of the human being Torture violates protections of the vulnerable  </s></s> Torture is always wrong 
46	invalid	"Torture:It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.  </s></s> A military tribunal would have been faster in case of KSM. "
47	invalid	Torture:Torture puts the torturer in a position of dominance and abuse that has a brutalizing effect. This brutalizing effect is dehumanizing, or at least it defeats the virtues of compassion, empathy, and dignity that define a good human being, perhaps in God's image.  </s></s> Trying terrorists risks releasing intelligence, costing lives 
48	valid	Torture:Torture puts the torturer in a position of dominance and abuse that has a brutalizing effect. This brutalizing effect is dehumanizing, or at least it defeats the virtues of compassion, empathy, and dignity that define a good human being, perhaps in God's image.  </s></s> Torture has a brutalizing, dominating effect. 
49	invalid	Torture:The ends do not justify the means in the case of torture. Because we accept that torture is always morally wrong, even if torture had the potential to save lives, it is unacceptable to sacrifice principle to achieve these ends. Torture violates the dignity of the human being Torture violates protections of the vulnerable  </s></s> Many Iraqis support the continued presence of US forces 
50	invalid	"Torture:While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.  </s></s> A ""ticking time bomb"" can be manipulated to save lives "
51	invalid	Torture:A terrorist will experience pain for a short period while being tortured. Yet, the millions of lives that could be lost if that pain is not inflicted will be gone forever. The ethical trade-off is overwhelmingly in favor of performing torture.  </s></s> Terrorists can be safely tortured 
52	invalid	Torture:A terrorist will experience pain for a short period while being tortured. Yet, the millions of lives that could be lost if that pain is not inflicted will be gone forever. The ethical trade-off is overwhelmingly in favor of performing torture.  </s></s> Pain of torture is worth suffering 
53	invalid	Torture:A terrorist will experience pain for a short period while being tortured. Yet, the millions of lives that could be lost if that pain is not inflicted will be gone forever. The ethical trade-off is overwhelmingly in favor of performing torture.  </s></s> The infliction of mere pain on an evil-minded terrorist to save millions of innocent lives is an ethical 
54	invalid	Torture:A terrorist will experience pain for a short period while being tortured. Yet, the millions of lives that could be lost if that pain is not inflicted will be gone forever. The ethical trade-off is overwhelmingly in favor of performing torture.  </s></s> The war in Libya is not illegal under international law 
55	invalid	Torture:The Geneva Convention applies only to Prisoners of War whom are troops of nations that have both signed and abide by the Geneva convention. This does not apply to terrorists who have not state affiliation, have no signatory connection to the Geneva Convention, and who willingly violate the rules of war on the Geneva Convention.  </s></s> Friends can become enemies, and vice versa. 
56	valid	Torture:The Geneva Convention applies only to Prisoners of War whom are troops of nations that have both signed and abide by the Geneva convention. This does not apply to terrorists who have not state affiliation, have no signatory connection to the Geneva Convention, and who willingly violate the rules of war on the Geneva Convention.  </s></s> Geneva Conventions only apply to POWs who sign it 
57	invalid	Torture:The Geneva Convention applies only to Prisoners of War whom are troops of nations that have both signed and abide by the Geneva convention. This does not apply to terrorists who have not state affiliation, have no signatory connection to the Geneva Convention, and who willingly violate the rules of war on the Geneva Convention.  </s></s> Geneva Convention applies only to prisoners of war. 
58	valid	Torture:The Geneva Convention applies only to Prisoners of War whom are troops of nations that have both signed and abide by the Geneva convention. This does not apply to terrorists who have not state affiliation, have no signatory connection to the Geneva Convention, and who willingly violate the rules of war on the Geneva Convention.  </s></s> Geneva Convention does not apply to terrorists. 
59	valid	Torture:The Geneva Convention applies only to Prisoners of War whom are troops of nations that have both signed and abide by the Geneva convention. This does not apply to terrorists who have not state affiliation, have no signatory connection to the Geneva Convention, and who willingly violate the rules of war on the Geneva Convention.  </s></s> Terrorists have no Geneva rights 
60	invalid	"Trade vs aid:or even for ensuring that the process is objective and transparent. Without systemic correlation between allocations and poverty measurements, for example, large quantities of aid continue to go to countries with small numbers of people in poverty."" [UN ECOSOC 2008b, International Development Association 2007; published in International Development Cooperation Today - Emerging Trends and Debates, 2008]  </s></s> Aid allocations are often too small to avoid corruption "
62	invalid	"Trade vs aid:or even for ensuring that the process is objective and transparent. Without systemic correlation between allocations and poverty measurements, for example, large quantities of aid continue to go to countries with small numbers of people in poverty."" [UN ECOSOC 2008b, International Development Association 2007; published in International Development Cooperation Today - Emerging Trends and Debates, 2008]  </s></s> Humans owe a duty of care to our animal cousins "
63	valid	Trade vs aid:Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.  </s></s> Aid is needed to enable trade. 
64	valid	Trade vs aid:Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.  </s></s> Trade is only as good as the infrastructure. 
65	valid	Trade vs aid:Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.  </s></s> Trade does not exist in a vacuum. 
66	valid	Trade vs aid:Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.  </s></s> Trade requires investment first. 
68	invalid	"Trade vs aid:or even for ensuring that the process is objective and transparent. Without systemic correlation between allocations and poverty measurements, for example, large quantities of aid continue to go to countries with small numbers of people in poverty."" [UN ECOSOC 2008b, International Development Association 2007; published in International Development Cooperation Today - Emerging Trends and Debates, 2008]  </s></s> There is no good system for measuring poverty "
69	invalid	Trade vs aid:Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.  </s></s> Wave power is only viable where conditions are right 
70	invalid	Trying 9/11 terror suspects in NYC courts:Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.  </s></s> Trying 9/11 suspects is unlikely to result in a guilty verdict 
71	valid	Trying 9/11 terror suspects in NYC courts:Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.  </s></s> It is highly unlikely that Hamas will go free. 
72	valid	Trying 9/11 terror suspects in NYC courts:Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.  </s></s> KSM will almost certainly be convicted in NY civilian courts 
73	invalid	Trying 9/11 terror suspects in NYC courts:Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.  </s></s> Humans have rights, like animals 
74	valid	Trying 9/11 terror suspects in NYC courts:The obligation to stand trial in an open court of law is a defeat for the alleged mastermind of the 9/11 attacks, who once expressed a desire to plead guilty in the military commission system established in Guantánamo. Because the trial venue has been discredited around the Islamic world -- and among U.S. allies -- fulfilling his wish would have solidified his status as martyr on behalf of a distorted version of Islam.  </s></s> Military tribunals are a propaganda win for terrorists 
75	valid	Trying 9/11 terror suspects in NYC courts:everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.  </s></s> 9/11 suspect KSM would never walk free. 
76	valid	Trying 9/11 terror suspects in NYC courts:everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.  </s></s> KSM will never walk free. 
77	invalid	Trying 9/11 terror suspects in NYC courts:everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.  </s></s> KSM's future in US custody is a farce 
78	valid	Trying 9/11 terror suspects in NYC courts:The obligation to stand trial in an open court of law is a defeat for the alleged mastermind of the 9/11 attacks, who once expressed a desire to plead guilty in the military commission system established in Guantánamo. Because the trial venue has been discredited around the Islamic world -- and among U.S. allies -- fulfilling his wish would have solidified his status as martyr on behalf of a distorted version of Islam.  </s></s> Guantanamo detainees should be tried in open court 
79	invalid	"Trying 9/11 terror suspects in NYC courts:New York Mayor Rudy Giuliani praised the trial of the 1993 bombing of the World Trade Center, saying, ""New Yorkers won’t meet violence with violence, but with a far greater weapon -- the law.  </s></s> The trial of the 1993 WTC bomber was criticized "
80	valid	"Trying 9/11 terror suspects in NYC courts:Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.  </s></s> The chances of a ""not guilty"" verdict are low "
81	valid	"Trying 9/11 terror suspects in NYC courts:New York Mayor Rudy Giuliani praised the trial of the 1993 bombing of the World Trade Center, saying, ""New Yorkers won’t meet violence with violence, but with a far greater weapon -- the law.  </s></s> Trying 9/11 terror suspects in NYC courts is appropriate weapon "
82	invalid	Trying 9/11 terror suspects in NYC courts:The obligation to stand trial in an open court of law is a defeat for the alleged mastermind of the 9/11 attacks, who once expressed a desire to plead guilty in the military commission system established in Guantánamo. Because the trial venue has been discredited around the Islamic world -- and among U.S. allies -- fulfilling his wish would have solidified his status as martyr on behalf of a distorted version of Islam.  </s></s> Many people depend on veal farming. 
83	invalid	Trying 9/11 terror suspects in NYC courts:A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.  </s></s> Wind energy is free. 
84	valid	Trying 9/11 terror suspects in NYC courts:A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.  </s></s> Majority of Americans are opposed to civilian trial of terrorists. 
85	invalid	Trying 9/11 terror suspects in NYC courts:A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.  </s></s> Public opinion does not support bringing Mohammed to justice 
86	valid	Trying 9/11 terror suspects in NYC courts:A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.  </s></s> Most Americans do not want to see 9/11 suspects tried in federal courts 
87	valid	Trying 9/11 terror suspects in NYC courts:A November 2009 CBS News Poll found that only 40 percent of Americans want Mohammed and his four minions to be tried in federal criminal court.  </s></s> Most Americans don't support a trial of 9/11 terrorists 
88	invalid	Trying 9/11 terror suspects in NYC courts:The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.  </s></s> Completing a hard video game makes you feel accomplished. 
89	valid	Trying 9/11 terror suspects in NYC courts:The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.  </s></s> Trying terrorists in NY requires costly security 
90	valid	Trying 9/11 terror suspects in NYC courts:The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.  </s></s> Guantanamo detainees are a burden on government 
91	valid	Trying 9/11 terror suspects in NYC courts:The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.  </s></s> Terror suspects in NYC courts will be costly 
92	invalid	Trying 9/11 terror suspects in NYC courts:The obligation to stand trial in an open court of law is a defeat for the alleged mastermind of the 9/11 attacks, who once expressed a desire to plead guilty in the military commission system established in Guantánamo. Because the trial venue has been discredited around the Islamic world -- and among U.S. allies -- fulfilling his wish would have solidified his status as martyr on behalf of a distorted version of Islam.  </s></s> Trial in open court would have strengthened terrorist convictions. 
93	valid	Trying 9/11 terror suspects in NYC courts:The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.  </s></s> Trying 9/11 suspects in NYC would be costly 
94	valid	Trying 9/11 terror suspects in NYC courts:The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.  </s></s> Trying and imprisoning terrorists can create US jobs 
95	valid	Trying 9/11 terror suspects in NYC courts:The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.  </s></s> Guantanamo detainees are a political issue 
96	valid	Trying 9/11 terror suspects in NYC courts:The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.  </s></s> Detainees can be sold to fill empty prisons 
98	invalid	Trying 9/11 terror suspects in NYC courts:Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?  </s></s> Year-round schools spread breaks across each term. 
99	valid	Trying 9/11 terror suspects in NYC courts:Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?  </s></s> Wrong to give some terrorists civilian trials and not others 
100	valid	Trying 9/11 terror suspects in NYC courts:Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?  </s></s> Detainees will get a fair trial in civilian court if conviction assured 
101	invalid	Trying 9/11 terror suspects in NYC courts:Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?  </s></s> Detainees will get an unfair trial only if conviction is assured 
102	valid	"Trying 9/11 terror suspects in NYC courts:Detainees will get a 'fair trial' in civilian court only if their conviction is assured. By implication, that suggests that detainees who go before military commissions will get an unfair trial. Presumably the administration would deny this and say the commission trials will be fair too. But if so, why is such a trial not good enough for Khalid Sheikh Mohammad?  </s></s> Detainees are given a ""fair trial"" in civilian courts "
103	invalid	Trying 9/11 terror suspects in NYC courts:The politics of the trial stems from Obama’s decision to announce the closing of Guantanamo before he had lined up takers for its prisoners. Now with unemployment at 10.2 percent, he could hold an auction for the officials in Illinois, Montana, Michigan and Colorado clamoring for the detainees to fill their underused prisons. The politician who wins the detainees isn’t going to get booted from office. He’s going to get a parade.  </s></s> The administration argued as early as 2004: 
